original_language,original_title,overview,popularity,release_date,runtime,tagline,title,vote_average,vote_count,price
en,The Harmony Game,"The end of a decade when the world was in crisis and inspiration and hope needed resurrecting, an influential duo released a masterpiece of popular music, Bridge Over Troubled Water. Through darkness and light, the album takes its listeners on an emotional ride echoing the era and one which continues to inspire an audience the world over 40 years later. Its symphonic hymn of a title track became an anthem for a generation. The Harmony Game tells the story behind what is widely considered Simon and Garfunkel's best work, Bridge Over Troubled Water. The influential duo's last studio album has its legacy shrouded in rock n' roll mythology with legendary tales of inspiration, innovation and separation. Paul Simon, Art Garfunkel and their collaborators share the journey in their own words and reflect back on its impact 40 years later and includes never before seen film, photos and memorabilia.",0.100029,11/02/2011,72,The Making of Bridge Over Troulbled Water,The Harmony Game,8,1,7.99
en,The Pacific,"A 10-part mini-series from the creators of ""Band of Brothers"" telling the intertwined stories of three Marines during America's battle with the Japanese in the Pacific during World War II.",6.092242,15/03/2010,540,Hell was an ocean away,The Pacific,7.9,318,7.99
en,1000 Journals,"Director Andrea Kreuzhage documents the 1000 Journals Project, an ongoing collaborative experiment, created by Nathan Blaney who attempts to follow 1000 journals throughout their travels. The goal of the project is to provide a method for interaction and shared creativity among friends and strangers.",0.041202,01/11/2007,88,"In the summer of 2000, a graphic designer from San Francisco, California, who calls himself Someguy, launched 1000 blank journals into the world. One came back. Where are the other 999?",1000 Journals,8,1,7.99
en,Art and Craft,"For several decades, gifted and incredibly prolific forger Mark Landis compulsively created impeccable copies of works by a variety of major artists, donating them to institutions across the country and landing pieces on many of their walls. Art and Craft brings us into the cluttered and insular life of an unforgettable character just as he finds his foil in an equally obsessive art registrar.",0.305326,19/09/2014,90,He puts the artist in con artist.,Art and Craft,7.1,6,6.99
en,Brooklyn,"In 1950s Ireland and New York, young Ellis Lacey has to choose between two men and two countries.",7.991613,20/10/2015,111,"Two countries, two loves, one heart",Brooklyn,7.2,1235,6.99
en,The End of the Tour,"The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'",9.201378,31/07/2015,106,Imagine the greatest conversation you've ever had.,The End of the Tour,7.3,210,6.99
en,The Mask You Live In,"Compared to girls, research shows that boys in the U.S. are more likely to be diagnosed with a behavior disorder, prescribed stimulant medications, fail out of school, binge drink, commit a violent crime, and/or take their own lives.  Jennifer Siebel Newsom's new documentary film, The Mask You Live In, asks: As a society, how are we failing our boys?",1.250498,01/01/2015,88,"Is american masculinity harming our boys, men and society at large?",The Mask You Live In,8.7,21,8.99
en,Prophet's Prey,"Filmmaker Amy Berg sheds light on the sexual, financial and spiritual abuses heaped upon members of the Fundamentalist Church of Jesus Christ of Latter-day Saints by their former leader, Warren Jeffs.",1.348402,01/08/2015,88,By the disgrace of God...,Prophet's Prey,7.3,13,6.99
en,"What Happened, Miss Simone?","The film chronicles Nina Simone's journey from child piano prodigy to iconic musician and passionate activist, told in her own words.",4.507082,22/01/2015,101,Her story. Her voice.,"What Happened, Miss Simone?",7.7,111,7.99
en,Dope,"Malcolm is carefully surviving life in a tough neighborhood in Los Angeles while juggling college applications, academic interviews, and the SAT. A chance invitation to an underground party leads him into an adventure that could allow him to go from being a geek, to being dope, to ultimately being himself.",7.948581,19/06/2015,103,It's hard out here for a geek.,Dope,7.2,698,6.99
en,Me and Earl and the Dying Girl,"Greg is coasting through senior year of high school as anonymously as possible, avoiding social interactions like the plague while secretly making spirited, bizarre films with Earl, his only friend. But both his anonymity and friendship threaten to unravel when his mother forces him to befriend a classmate with leukemia.",12.503333,12/06/2015,105,A Little Friendship Never Killed Anyone.,Me and Earl and the Dying Girl,7.7,962,7.99
en,Saturday Night,"With unprecedented access to the behind the scenes process of the writers, actors and producers, Franco and his crew document what it takes to create one full episode of Saturday Night Live.",0.786341,02/05/2010,90,The Making Of An Episode Of Saturday Night Live,Saturday Night,7.2,5,6.99
en,Jim Jefferies: BARE,"Smart, crude, and in-your-face, Australian comic/actor/equal-opportunity-offender Jim Jefferies is not for the faint of heart. Whether he is lampooning gun control, auditioning disabled actors, or over-sharing sexual experiences, the FXX ""Legit"" star proves nothing is out of bounds and even less, off limits. Filmed during the Boston run of his recent stand up tour.",1.62502,29/08/2014,76,You can't unsee this,Jim Jefferies: BARE,7.7,35,7.99
en,The Hateful Eight,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,20.328822,25/12/2015,167,No one comes up here without a damn good reason.,The Hateful Eight,7.6,4405,7.99
en,Poliziotto sprint,"Maurizio Merli stars as a hot-shot police driver who has more guts than brains, often landing him in hot water with his middle-aged mentor, who was once a legendary police interceptor responsible for numerous large scale arrests.",0.125145,19/10/1977,96,Truckloads of explosive action!,Highway Racer,7.5,2,7.99
en,We Cause Scenes,"The extraordinary story of a group of twenty-somethings who seized the streets of New York, transforming the meaning of comedy, performance and art through forming “Improv Everywhere,” a prank collective ten years in the making.",0.431841,08/01/2014,86,The Rise of Improv Everywhere,We Cause Scenes,7.8,4,7.99
en,Artifact,"Artifact is a 2012 American documentary film directed by Jared Leto under the pseudonym of Bartholomew Cubbins, a recurring character in the Dr. Seuss universe. The film is a documentary about the making of the 30 Seconds to Mars album This Is War and the band's battle against record label EMI. Included in Artifact are several interviews, including the one with neurophysicist Daniel Levitin, author of the popular science book This Is Your Brain On Music. The film won the BlackBerry People's Choice Documentary Award at the 2012 Toronto International Film Festival.",6.637049,14/09/2012,105,Sometimes we must fight in order to be free.,Artifact,7.6,41,7.99
en,Closure,"A documentary about a trans-racial adoptee who finds her birth mother, and meets the rest of a family who didn't know she existed, including her birth father.  A story about identity, the complexities of trans-racial adoption, and most importantly, CLOSURE.",0.069426,01/12/2013,76,A documentary about adoption.,Closure,8,1,7.99
en,Mike Birbiglia: My Girlfriend's Boyfriend,"Mike Birbiglia shares a lifetime of romantic blunders and misunderstandings. On this painfully honest but hilarious journey, Birbiglia struggles to find reason in an area where it may be impossible to find: love.",0.892006,22/08/2013,75,"In the end, everyone makes out.",Mike Birbiglia: My Girlfriend's Boyfriend,8.1,16,7.99
en,The High Sign,"Buster is thrown off a train near an amusement park. There he gets a job in a shooting gallery run by the Blinking Buzzards mob. Ordered to kill a businessman, he winds up protecting the man and his daughter by outfitting their home with trick devices.",0.908985,18/04/1921,21,What A Predicament!,The High Sign,7.2,18,6.99
en,A Reflection of Fear,"A young girl lives with her mother and grandmother. One day her estranged father returns home with a female companion he introduces as his fiance. Soon the girl finds herself in the midst of strange goings-on, which evolve into a web of crime and murder.",0.04586,12/02/1973,89,A cry in the night... A gasp in the dark...,A Reflection of Fear,8,2,7.99
en,Camp,12-year-old Eli finds himself at summer CAMP,0.647811,22/02/2013,111,Hope is found in unexpected places.,Camp,7.5,4,7.99
en,Merchants of Doubt,Spin doctors spread misinformation and confusion among American citizens to delay progress on such important issues as global climate change.,1.743751,08/11/2014,96,How a handful of scientists obscured the truth on issues from tobacco smoke to global warming.,Merchants of Doubt,7.5,36,7.99
en,George Carlin: It's Bad for Ya!,"It's Bad For Ya, Carlin's Emmy nominated 14th and final HBO special from March of 2008 features Carlin's noted irreverent and unapologetic observations on topics ranging from death, religion, bureaucracy, patriotism, overprotected children and big business to the pungent examinations of modern language and the decrepit state of the American culture.",2.31176,01/03/2008,70,Let's cut the crap.,George Carlin: It's Bad for Ya!,8.1,33,7.99
en,"McFarland, USA",A track coach in a small California town transforms a team of athletes into championship contenders.,6.894606,20/02/2015,128,Champions Can Come From Anywhere.,"McFarland, USA",7.4,216,6.99
en,Melody,Two youngsters declare to their parents that they want to get married. Not sometime in the future but as soon as possible.,1.152521,28/03/1971,103,A tender love story for everyone who was ever ten years old.,Melody,7.4,13,6.99
en,The Linguists,"The Linguists is a hilarious and poignant chronicle of two scientists—David Harrison and Gregory Anderson—racing to document languages on the verge of extinction. In Siberia, India, and Bolivia, the linguists confront head-on the very forces silencing languages: racism, humiliation, and violent economic unrest. David and Greg's journey takes them deep into the heart of the cultures, knowledge, and communities at risk when a language dies.",0.074112,17/01/2008,64,David and Greg will circle the planet to hear the last whispers of a dying language.,The Linguists,8,2,7.99
en,Baby Snakes,"Rock artist Frank Zappa hosts a concert in New York City. This movie contains tons of on-stage footage, off-stage footage, and animation.",0.075144,21/12/1979,166,A movie about people who do stuff that is not normal,Baby Snakes,8.3,2,7.99
en,Sitting Target,"Imprisoned Harry Lomart is a vicious, brute of a man and yet he is prepared to do his long jail term as he is confident that on his release his beautiful wife Pat will be waiting for him, but a visit from Pat brings him his worst nightmare.",0.235578,19/06/1972,93,The Hit Man never stops till he scores.,Sitting Target,7.2,6,6.99
en,The Amazing Screw-On Head,"Based on the award-winning comic book by Mike Mignola (creator of Hellboy), The Amazing Screw-On Head chronicles the adventures of a Civil War-era secret agent with an extraordinary special power who serves under president Abraham Lincoln.",1.173854,20/08/2006,22,Put the screw to villainy.,The Amazing Screw-On Head,8,8,7.99
en,Shark Kill,Two adventurers set sail to find a giant man-eating great white shark.,0.011938,20/05/1976,76,Blood Red Waters on a Moonlit Night,Shark Kill,10,1,9.99
en,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,27.275687,01/04/2015,137,Vengeance Hits Home,Furious 7,7.3,4253,6.99
en,Midnight Ride,"A house wife just left her cop husband, when she picks up Justin McKay she'll wish she never did as she's plunged into a nightmare and the grip of a psychotic killer.",0.766401,01/01/1990,93,"Somewhere round the next bend, lies the road to terror",Midnight Ride,8,2,7.99
en,Julie Darling,A teenage girl whose inaction caused her mother's death arranges a similarly gruesome fate for her stepmother and brother.,0.079137,01/03/1983,100,"She's sweet, sixteen, and she simply loves her daddy..... she'll slaughter you if you love him too.",Julie Darling,8,2,7.99
en,George Carlin: Life Is Worth Losing,"Carlin returns to the stage in his 13th live comedy stand-up special, performed at the Beacon Theatre in New York City for HBO®. His spot-on observations on the deterioration of human behavior include Americans’ obsession with their two favorite addictions - shopping and eating; his creative idea for The All-Suicide Channel, a new reality TV network; and the glorious rebirth of the planet to its original pristine condition - once the fires and floods destroy life as we know it.",4.806651,05/11/2005,74,Some look at life on the bright side. He prefers the grave side.,George Carlin: Life Is Worth Losing,8.1,18,7.99
en,Somebody Killed Her Husband,A woman's husband is murdered and she and her lover must find the killer or stand accused of doing it themselves.,0.372751,29/09/1978,97,Is this any way to begin a love affair?,Somebody Killed Her Husband,7.5,2,7.99
en,Terror at the Mall,A documentary detailing an indiscriminate terrorist attack that left 71 dead in Kenya.,0.054871,15/09/2014,60,Terrorism Meets Heroism,Terror at the Mall,8,1,7.99
en,The Jinx: The Life and Deaths of Robert Durst,"Robert Durst, scion of one of New York’s billionaire real estate families, has been accused of three murders but never convicted. Brilliant, reclusive, and the subject of relentless media scrutiny, he’s never spoken publicly—until now. During interviews with Andrew Jarecki, he reveals secrets of the case that baffled authorities for 30 years. In 2010, Jarecki made the narrative film All Good Things based on the infamous story of Robert Durst. After Durst saw the film, he contacted Jarecki wanting to tell his story. What began as a feature documentary ultimately became a six-part series as more and more of his incredible story was revealed.",5.403881,08/02/2015,240,Four Decades. Three Murders. And One Very Rich Suspect.,The Jinx: The Life and Deaths of Robert Durst,8.6,85,8.99
en,Woman in Gold,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",11.61,10/04/2015,120,Justice is priceless.,Woman in Gold,7.3,454,6.99
en,Sole Survivor,"Denise Watson is a TV station worker who is the only survivor of a unexplained, horrific airplane crash in which she is completely unscratched. Soon, Denise becomes haunted by feelings of unworthiness as well as seeing strange people following her and hearing voices calling her name which no one but she can hear. Disregarding warnings from a psychic actress friend, Denise tries to get on with her life while it's revealed that she was supposed to die in the crash, but somehow escaped, now the unseen specter of death wants to collect her by sending its minions, people that have recently died, to kill Denise and finish the job what death had planed for.",0.041923,01/12/1983,85,"This woman has cheated death. Now, Death wants to even the score.",Sole Survivor,7.3,7,6.99
en,Rafferty and the Gold Dust Twins,"Hapless driving instructor and former Gunnery Sergeant Rafferty, living in squalor near Hollywood, California, doesn't put up too much of a fight when two ladies hitch a ride and attempt to kidnap him in their attempt to get to New Orleans; while initially put off, Rafferty finds he's charmed by the kooky pair of misfits and the three of them drive to Las Vegas, Nevada and later Tucson, Arizona, where their bond eventually unravels.",0.101713,02/02/1975,91,Rafferty wasn't going anywhere anyway.,Rafferty and the Gold Dust Twins,8,1,7.99
en,Nobody's Perfect,"Steve is a college freshman who plays tennis for the school. But he falls desperately in love with Shelly, also a tennis player. It's all downhill from there. Steve can't eat, he can't sleep, his grades drop, and he gets kicked off the tennis team. What can he do? Well, his resourceful friend suggest turning Steve into a woman in order to get him close to Shelly who doesn't know he is alive.",0.444066,02/02/1990,90,The new girl on the tennis team has real balls.,Nobody's Perfect,7.3,3,6.99
en,Cash McCall,"Cash McCall is a 1960 movie starring James Garner and Natalie Wood, based upon the novel of the same name by Cameron Hawley about a man who buys businesses in order to sell them at a profit. Recognized by critics as decades ahead of its time in numerous ways, especially its hardcore depiction of business dealings, the innovative film was directed by Joseph Pevney from a screenplay by Lenore J. Coffee and Marion Hargrove.",0.362876,27/01/1960,102,High finance and high romance are about to merge.,Cash McCall,7.5,2,7.99
en,One Night Only,"A group of female friends get together with some hired ""ladies of the evening"", and make some quick cash for throwing a raunchy party for the local hockey team.",0.004425,06/01/1986,87,"What fantasy could be worth $50,000?",One Night Only,10,1,9.99
en,Crooks and Coronets,"Two crooks are hired to rob an eccentric old lady's estate, but once they get to know her, they can't bring themselves to do it.",0.279551,02/04/1969,106,"The caper could get $5,000,000. All these American hoods had to do was knock off the nice old lady in World War I flying garb, the eccentric gentleman with the crossbow and the man-eating lion.",Crooks and Coronets,10,1,9.99
en,Ballerina,An intimate portrait of five ballerinas from the Kirov.,0.428373,31/08/2006,77,An intimate portrait of five ballerinas from the Kirov.,Ballerina,8,3,7.99
en,And the Oscar Goes To...,"The story of the gold-plated statuette that became the film industry's most coveted prize, And the Oscar Goes To... traces the history of the Academy itself, which began in 1927 when Louis B. Mayer, then head of MGM, led other prominent members of the industry in forming this professional honorary organization. Two years later the Academy began bestowing awards, which were nicknamed ""Oscar"" and quickly came to represent the pinnacle of cinematic achievement.",1.627151,02/02/2014,100,The Ultimate Insiders Look Into The Academy Awards,And the Oscar Goes To...,7.1,15,6.99
en,Say Nothing,"Housewife Grace Needham (Nastassja Kinski) has a one-night stand with Julian Grant (William Baldwin), who then becomes obsessed with sinking her marriage to husband Matt (Hart Bochner). The twist here is that Julian is a millionaire global powerbroker, and Matt works for him! It's a titanic battle of testosterone as the guys duke it out while Grace simmers angrily.",0.229743,01/08/2001,94,Think Fatal Attraction … in reverse!,Say Nothing,9,1,8.99
en,Man from Del Rio,"Mexican gunfighter Dave Robles outdraws the town's outlaw-turned-sheriff and is invited to fill the dead man's shoes. But a tin star doesn't bring automatic respectability and Robles is shunned by the town's leading citizens. His popularity with its less-savory element, particularly saloonkeeper Bannister, wanes dramatically, too, as he starts to take his job seriously. It is his love for a decent, caring woman that keeps Dave in town, but can she convince him to lay down his gun and start a new life?",0.776159,30/10/1956,82,OUTCAST WITH A GUN!,Man from Del Rio,7.1,4,6.99
en,Muito Além do Peso,"Today, one third of Brazilian children are overweight. This is the first generation to introduce diseases previously restricted to adults, such as depression, diabetes and cardiovascular problems. This documentary examines the case of childhood obesity in the country especially, but also in other countries in the world, interviewing parents, school representatives, and government officials responsible for food advertising.",0.341377,01/09/2012,83,Health,Way Beyond Weight,8,1,7.99
en,The Longest Ride,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,10.264416,09/04/2015,128,Two couples. Two love stories. One epic tale.,The Longest Ride,7.3,1083,6.99
en,Lage Raho Munna Bhai,"A hilarious underworld gangster known as Munna Bhai falls comically in love with a radio host by the name of Jahnvi, who runs an elders' home, which is taken over by an unscrupulous builder, who gets the residents kicked out ironically with the help of Munna's sidekick, Circuit, while Munna is busy romancing Jahnvi elsewhere.",3.540755,01/01/2006,144,They're back... and they're not alone!,Lage Raho Munna Bhai,7.6,45,7.99
en,Ship of Theseus,"This first feature film from Indian playwright Anand Gandhi, tells three stories about persons forced to think about the ethics and moral issues raised by medical advances: a visually impaired Egyptian photographer, who after a cornea transplant has trouble adjusting to her newfound sense of sight; a devout Indian monk fighting against animal testing, who has to confront his beliefs when he is diagnosed with liver cirrhosis; and an Indian stockbroker, who after having a kidney transplant learns about the illegal trade in stolen organs and decides to help a poor victim of such theft - even though it means travelling all the way from India to Sweden.The film was first shown at the 2012 Toronto International Film Festival, where it received great critical acclaim and was touted as ""the hidden gem of the year"". It was released in India in July 2013, and was awarded Best Feature Film of 2013 at the Indian National Film Awards in 2014.",0.837582,06/09/2012,143,How do you know where you end and where your environment begins?,Ship of Theseus,7.4,14,6.99
en,Antarctica: A Year on Ice,"Filling the giant screen with stunning time-lapse vistas of Antarctica, and detailing year-round life at McMurdo and Scott Base, Anthony Powell’s documentary is a potent hymn to the icy continent and the heavens above.",3.146793,05/09/2013,92,Step Outside The Box,Antarctica: A Year on Ice,7.2,31,6.99
en,The Age of Adaline,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.",10.542026,16/04/2015,112,Love is timeless.,The Age of Adaline,7.4,2052,6.99
en,Sinatra: All or Nothing at All,"An up-close and personal examination of the life, music and career of the legendary entertainer. Told in his own words from hours of archived interviews, along with commentary from those closest to him, the documentary weaves the music and images from Sinatra’s life together with rarely seen footage of his famous 1971 “Retirement Concert” in Los Angeles. The film’s narrative is shaped by Sinatra’s song choices for that concert, which Gibney interprets as the singer’s personal guide through his own life.",0.669469,05/04/2015,240,The Songs He Chose Tell The Story Of His Life,Sinatra: All or Nothing at All,7.1,14,6.99
en,A Girl Like Her,"16 year old Jessica Burns has a secret that she’s afraid to share with anyone—except her best friend, Brian Slater. For the past year she’s been victimized by another girl: her former friend, Avery Keller, one of South Brookdale High School’s most popular and beautiful students. What can you do when the world sees the image of a person but not the reality? With Brian’s help and a hidden digital camera, the evidence of Avery’s relentless harassment is captured and finally exposed, bringing both girls and their families face to face with the truth.",3.766743,27/03/2015,91,Everybody's dreamgirl. One girl's nightmare.,A Girl Like Her,7.2,82,6.99
en,Winning Time: Reggie Miller vs. The New York Knicks,"Reggie Miller single-handedly crushed the hearts of Knick fans multiple times. But it was the 1995 Eastern Conference Semifinals that solidified Miller as Public Enemy #1 in New York City. With moments to go in Game 1, and facing a seemingly insurmountable deficit of 105-99, Miller scored eight points in 8.9 seconds to give his Indiana Pacers an astonishing victory. This career-defining performance, combined with his give-and-take with Knicks fan Spike Lee, made Miller and the Knicks a highlight of the 1995 NBA playoffs. Peabody Award-winning director Dan Klores will explore how Miller proudly built his legend as ""The Garden's Greatest Villain"".",1.130406,14/03/2010,68,Was it winning he loved or beating New York?,Winning Time: Reggie Miller vs. The New York Knicks,8.2,8,7.99
en,Bad Boys,Documentary about the Detroit Pistons.,0.450876,17/04/2014,100,Sometimes you gotta be bad to be good,Bad Boys,9.5,4,9.99
en,GMO OMG,"Today in the United States, by the simple acts of feeding ourselves, we are unwittingly participating in the largest experiment ever conducted on human beings. Each of us unknowingly consumes genetically engineered food on a daily basis. The risks and effects to our health and the environment are largely unknown. Yet more and more studies are being conducted around the world, which only provide even more reason for concern. We are the oblivious guinea pigs for wide-scale experimentation of modern biotechnology. GMO OMG tells the story of a fathers discovery of GMOs in relationship to his 3 young children and the world around him. We still have time to heal the planet, feed the world, and live sustainably. But we have to start now!",0.757848,13/09/2013,90,Is this the end of real food?,GMO OMG,7.4,15,6.99
en,The Velveteen Rabbit,A lonely boy wins over his distant father and strict grandmother with help from a brave velveteen rabbit whose one wish is to become a real rabbit someday,0.74021,01/01/2009,97,All You Need to Do is Believe.,The Velveteen Rabbit,7.8,9,7.99
en,Testament of Youth,"Testament of Youth is a powerful story of love, war and remembrance, based on the First World War memoir by Vera Brittain, which has become the classic testimony of that war from a woman’s point of view. A searing journey from youthful hopes and dreams to the edge of despair and back again, it’s a film about young love, the futility of war and how to make sense of the darkest times.",7.046825,14/10/2014,129,Divided by war. United by love.,Testament of Youth,7.2,259,6.99
en,Girl Rising,Nine filmmakers each profile a young girl from a different part of the world to weave a global tapestry of youth in the 21st century.,3.273977,07/03/2013,101,One Girl with Courage is a Revolution,Girl Rising,7.1,17,6.99
en,Call + Response,"Call + Response is a first of its kind feature documentary film that reveals the world’s 27 million dirtiest secrets: there are more slaves today than ever before in human history. Call + Response goes deep undercover where slavery is thriving from the child brothels of Cambodia to the slave brick kilns of rural India to reveal that in 2007, Slave Traders made more money than Google, Nike and Starbucks combined. Luminaries on the issue and many other prominent political and cultural figures offer first hand account of this 21st century trade. Performances from Grammy-winning and critically acclaimed artists move this chilling information into inspiration for stopping it. Music is part of the movement against human slavery. Dr. Cornel West connects the music of the American slave fields to the popular music we listen to today, and offers this connection as a rallying cry for the modern abolitionist movement currently brewing.",0.04002,10/10/2008,86,A FILM ABOUT THE WORLD'S 27 MILLION MOST TERRIFYING SECRETS.,Call + Response,8,1,7.99
en,One Little Pill,"Bold &amp; candid, One Little Pill will reveal to the world a startling pharmaceutical discovery &amp; assault the skepticism &amp; denial perpetuating alcohol dependence.",0.415124,01/10/2014,52,One Little Pill is a documentary film about the Sinclair Method for treating alcoholics.,One Little Pill,9,1,8.99
en,Pump!,A documentary about the history of American dependence on oil.,0.499251,19/09/2014,88,Under this hood is the solution to our oil adddiction... but someone wants to keep it a secret.,Pump,7.8,5,7.99
en,Cocaine Cowboys: Reloaded,"In the 1980s, ruthless Colombian cocaine barons invaded Miami with a brand of violence unseen in this country since Prohibition-era Chicago. Cocaine Cowboys is the true story of how Miami became the drug, murder and cash capital of the United States. But it isn't the whole story - Pulling from hundreds of hours of additional interviews and recently uncovered archival news footage, Cocaine Cowboys has been RELOADED: packed with footage and stories that have never been told about Griselda Blanco, the Medellín Cartel, and Miami's Cocaine Wars, with firsthand accounts by hit man Jorge 'Rivi' Ayala, cocaine trafficker Jon Roberts, smuggler Mickey Munday, and others. Cocaine Cowboys: Reloaded recreates Miami's Cocaine Wars like you've never experienced it.",0.871688,08/04/2014,152,How Miami became the cocaine capital of the United States!,Cocaine Cowboys: Reloaded,7.3,9,6.99
en,Resistance,"Are the medicines and every day products we use putting us at risk RESISTANCE sheds light on the global crisis of antibiotic resistance and uncovers how our extensive use of bacteria-killing antibiotics has created a new kind of disease, resistant to the medicines created to destroy it.",0.241235,01/01/2015,72,NOT ALL GERMS ARE CREATED EQUAL.,Resistance,7.2,5,6.99
en,Ethos,"Hosted by twice Oscar nominated actor and activist Woody Harrelson, Ethos lifts the lid on a Pandora's box of systemic issues that guarantee failure in almost every aspect of our lives; from the environment to democracy and our own personal liberty: From terrifying conflicts of interests in politics to unregulated corporate power, to a media in the hands of massive conglomerates, and a military industrial complex that virtually owns our representatives. With interviews from some of todays leading thinkers and source material from the finest documentary film makers of our times Ethos examines and unravels these complex relationships, and offers a solution, a simple but powerful way for you to change this system!",0.524436,01/01/2011,72,You are the solution,Ethos,7.1,4,6.99
en,Carol,"In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.",8.364201,20/11/2015,118,Some people change your life forever.,Carol,7.3,1014,6.99
en,The Mars Underground,"The Mars Underground is a landmark documentary that brings to life, through the use of state-of-the-art 3D animation, the daring first human mission to the red planet and explores the challenges of surviving on Mars.",0.180741,09/05/2007,52,Pioneers for the Next World,The Mars Underground,7.1,5,6.99
en,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",25.62993,30/09/2015,141,Bring Him Home,The Martian,7.6,7442,7.99
en,Road,"Brothers addicted to speed at any price. Documentary following the motorcycle road racing careers, and fate, of the Dunlop family.",1.403263,11/06/2014,102,Brothers addicted to speed. At any price.,Road,7.7,16,7.99
en,Kung Fury,"During an unfortunate series of events, a friend of Kung Fury is assassinated by the most dangerous kung fu master criminal of all time, Adolf Hitler, a.k.a Kung Führer.  Kung Fury decides to travel back in time to Nazi Germany in order to kill Hitler and end the Nazi empire once and for all.",7.741143,22/05/2015,31,It takes a cop from the future to fight an enemy from the past.,Kung Fury,7.6,762,7.99
en,Child's Play,"At an exclusive boys' school, a new gym teacher is drawn into a feud between two older instructors, and he discovers that everything at the school is not quite as staid, tranquil and harmless as it seems.",0.549801,12/12/1972,100,You only lose once.,Child's Play,7.3,4,6.99
en,Don't Knock The Rock,"Rock-and-roller Arnie Haynes returns to his hometown as a hero to the teenagers. However, the mayor and other concerned adults have banned him from performing in his hometown because they consider him and his music a negative influence on the youth. But with the help of disc jockey/publicist Alan Freed and fellow artists (including Bill Haley and the Comets and Little Richard), they hope to convince everyone that rock and roll is not as dangerous as the adults think.",0.634649,14/12/1956,84,Rock'N'Roll Will Save The Day!,Don't Knock The Rock,7.5,2,7.99
en,Yield to the Night,A beautiful young woman snaps and kills a man she thought truly loved her. Her past shows that she's had a life of abusive relationships with men.,1.038506,19/06/1956,99,The Man-By-Man Story of a Lost Soul!,Yield to the Night,8,3,7.99
en,Streetwise,"Portrays the lives of nine desperate teenagers. Thrown too young into a seedy grown up world, these runaways and castaways survive, but just barely. Rat, the dumpster diver. Tiny, the teen prostitute. Shellie, the baby-faced blonde. DeWayne, the hustler. All old beyond their years. All underage survivors fighting for life and love on the streets of downtown Seattle.",0.270879,07/12/1984,91,The streets - your only chance for life.,Streetwise,8.3,7,7.99
en,The Impossible Years,"Trouble in suburbia: psychiatrist's teenage daughter gets arrested for demonstrating on a college campus--holding a sign with a ""dirty word"" written on.",0.152165,05/12/1968,92,The Battle of the Ages!,The Impossible Years,8.3,3,7.99
en,To Trap a Spy,The men from U.N.C.L.E. are off to Africa to stop the assassination of a president.,0.898135,01/01/1964,92,Your Favorite UNCLEs Have a Date With Danger!,To Trap a Spy,8,2,7.99
en,Backyard Dogs,Two teenage boys aspire to win a backyard wrestling championship and a chance to appear on a national TV show.,0.9854,20/11/2001,96,"For the fame and the fortune, they'll fight like dogs",Backyard Dogs,10,1,9.99
en,Inside Out,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",23.985587,09/06/2015,94,Meet the little voices inside your head.,Inside Out,7.9,6737,7.99
en,Love & Mercy,The life of reclusive and eccentric Beach Boys songwriter and musician Brian Wilson.,10.444048,29/05/2015,120,"The Life, Love and Genius of Brian Wilson",Love & Mercy,7.3,246,6.99
en,Fantastic Beasts and Where to Find Them,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",41.051421,16/11/2016,133,From J.K. Rowling's wizarding world.,Fantastic Beasts and Where to Find Them,7.2,5612,6.99
